,core_ret,sat_pocket_ret,portfolio_ret
2021-03-09,0.0003829094638341246,0.0024028561529115962,0.0008769278577084197
2021-03-10,0.0018740203945537548,0.0007599295392923829,0.0016011317660547656
2021-03-11,0.005480648166591884,0.0004895296365101743,0.004259135951826656
2021-03-12,-0.00011638649642797816,-0.0016604907565261502,-0.0004928677087526882
2021-03-15,0.00046168846949190545,0.0008731311044778535,0.0005618886124034075
2021-03-16,0.00151938424300746,0.001376400357015393,0.001484552017903279
2021-03-17,-0.0015037625853804304,-2.9761187706875712e-06,-0.0011381963095086452
2021-03-18,0.0001634813679010083,0.0009323574843606563,0.0003509794767734668
2021-03-19,-0.0020504933702131245,0.0017745588111820452,-0.0011171741433338442
2021-03-22,0.00036593638909421244,-0.0026429580230098917,-0.00037036436980808317
2021-03-23,0.0011537360438369504,0.001224412973507426,0.0011709919396710254
2021-03-24,0.0008889500191258115,0.002154275277182833,0.0011978978752196345
2021-03-25,-0.006075990593175762,-0.000813929871623258,-0.004789953431608473
2021-03-26,0.004358447236676666,-0.00038777020228804966,0.0031938468957839585
2021-03-29,-0.00018629669008884964,0.00032527636070322347,-6.121790866719385e-05
2021-03-30,0.004894252799659604,-0.0009868899627496397,0.003455767144630305
2021-03-31,-0.00258566400685023,-0.0007032172645530156,-0.0021272694354759892
2021-04-01,0.005667968043124194,0.0028671833495609355,0.004984975713082353
2021-04-06,0.004911811908204333,0.0007618324519914621,0.0038743170441511154
2021-04-07,0.005486503129135789,0.004804265044797781,0.005316472423135415
2021-04-08,0.002318612498310779,0.0005639723186116263,0.0018815353104913541
2021-04-09,-0.0008998085647614618,0.0018419828660224196,-0.00021773224315103982
2021-04-12,-0.0006698924323149669,0.00039815067047403475,-0.00040364763158145443
2021-04-13,0.0004973216232437849,-0.00045438859392647426,0.00025988631329178214
2021-04-14,-0.0003214545861449647,-0.000623084880119861,-0.00039665241383161085
2021-04-15,0.0011671639340251616,0.0028401721259033756,0.0015841581360176743
2021-04-16,-0.00013082672797415373,0.0006394641245966998,6.140760960271132e-05
2021-04-19,-0.001071053912295672,0.0051698949529327114,0.000487342027406858
2021-04-20,-0.0009601757357442509,-0.002841773902156856,-0.0014322191462435771
2021-04-21,0.0003444015797100519,-0.001084783445834332,-1.363717877411524e-05
2021-04-22,0.0017394958905565527,0.005047350411646346,0.0025672903930362718
2021-04-23,9.389333140341627e-05,-0.00011744425538328984,4.087502233999393e-05
2021-04-26,0.000706557857786283,-0.0025243834488857366,-0.00010386081186197738
2021-04-27,-0.0005756152424450933,-0.0001950975713995258,-0.0004804008511667664
2021-04-28,2.697234219994904e-05,-0.0037205221129223602,-0.000911005786164262
2021-04-29,-0.0008777444129549616,0.00022184768088493793,-0.0006032962482397021
2021-04-30,0.000985941092239706,-0.0009365494173244189,0.0005057088101620052
2021-05-03,0.0,2.4708388277464693e-05,6.163183007606757e-06
2021-05-04,-0.001271218867033408,0.0012982022521351466,-0.0006302986224671593
2021-05-05,0.0011631169329682223,-0.0030109881835403995,0.00011991270162078438
2021-05-06,0.00045452907192977676,0.003113833965455952,0.001117069506883399
2021-05-07,0.0007865850025770005,0.0030176076741995853,0.0013435316484352088
2021-05-10,-0.0006348992611880933,0.0013030393408910142,-0.00015030855239621307
2021-05-11,-0.0025795232621046438,-0.0005544549140693607,-0.002072409294533135
2021-05-12,-0.0016821112236462543,0.0007491019099905457,-0.0010723651303077221
2021-05-13,-0.00029411371589438406,0.0,-0.00022021575537814464
2021-05-14,0.0018755494686040208,-0.0005328610084177066,0.0012702875763263561
2021-05-17,-0.00041562499303027245,0.0024589352240255652,0.0003054848526022903
2021-05-18,-3.99846234870882e-05,0.001930725409216516,0.00045545037534636937
2021-05-19,-0.0010718393517639146,-0.0003942954314916774,-0.0009012541519466628
2021-05-20,0.0007725956717412608,5.653441628411269e-05,0.0005922214859840126
2021-05-21,0.0006901385539097582,0.0009074288966384817,0.0007448441887737487
2021-05-24,0.0011185764700973877,0.0004153861085997485,0.0009415105020312374
2021-05-25,0.001252273632601053,0.001183636842849251,0.0012349997161965028
2021-05-26,0.00015282899255364413,0.0034778232812730375,0.000989592005133943
2021-05-27,-0.00027699353557064654,-0.0010921586483450501,-0.00048264668887979575
2021-05-28,0.0011112155324544126,-0.0011762124018061663,0.0005344858648307564
2021-05-31,0.0,0.0039813147480067465,0.0010020933943435649
2021-06-01,0.0007303123900344044,0.0010730289056610296,0.0008168305680080752
2021-06-02,0.0005562412219348722,-0.0012725246781258616,9.445432402648186e-05
2021-06-03,-0.0002855669400084748,0.00018946183170966247,-0.00016578002365765892
2021-06-04,0.0008798681137605069,-0.0016995784577837807,0.0002291838787600987
2021-06-07,0.000741879043429261,0.0013389418143090522,0.0008922020566709845
2021-06-08,0.0005668694026523813,0.001958215777850499,0.0009173262435994978
2021-06-09,0.000762093883088566,0.0010326532648499915,0.0008303141292943603
2021-06-10,-0.0004974103603311297,0.0002924227763740243,-0.00029821747257185945
2021-06-11,0.0008288406792966718,0.0019237865959082882,0.0011051449886596402
2021-06-14,0.00025942374397924794,-0.003020708101097351,-0.0005689785342246767
2021-06-15,-0.0005579139058190519,0.0012432580073317404,-0.00010414110315792619
2021-06-16,6.610685500918478e-05,5.299624151490493e-05,6.279942132018053e-05
2021-06-17,-0.002514204826367994,-0.003392958026661128,-0.002735887011560119
2021-06-18,-0.0008241297706558237,-0.001972422955557098,-0.001113617674720906
2021-06-21,-0.0007927678014787443,-0.0008674865788733069,-0.0008115884177829426
2021-06-22,-0.0002919171890143346,0.0005536418263782315,-7.894459947899982e-05
2021-06-23,-7.553140416594051e-05,6.985558785595023e-05,-3.888933399397474e-05
2021-06-24,0.0008091507139356136,-0.0010590827212228022,0.000338246238906614
2021-06-25,-5.369267634691699e-05,0.0011634797194977318,0.00025267765103957336
2021-06-28,-0.00019237661688897845,-0.001032938430910533,-0.0004041442288070945
2021-06-29,0.0006706540842895681,7.543321695820813e-05,0.000520790970208699
2021-06-30,-0.00034108665306020747,-0.001051579879714413,-0.0005198931058715583
2021-07-01,0.0010843833642610878,0.0013233207448249303,0.001144483610823448
2021-07-02,0.0007604273991368427,0.0024767398043854527,0.0011895055004489952
2021-07-05,-0.00023446129942994443,-0.0002931436038916922,-0.00024915073757772444
2021-07-06,0.0007792705784230858,0.002435208854055256,0.0011937691690128201
2021-07-07,0.0011763263626287657,0.0005422088579867182,0.0010174033352634514
2021-07-08,-0.0015586753583232138,0.0020145944205096425,-0.0006635647992149852
2021-07-09,0.0006742948312590258,-0.0036527988455362986,-0.0004125548856043844
2021-07-12,0.0009257614007425197,0.0002785083138994361,0.0007637158011737602
2021-07-13,-0.0007683767943421627,0.0009128060722085287,-0.0003476816941406748
2021-07-14,9.645460263896233e-05,0.0016193702592977293,0.000478025829478452
2021-07-15,-0.003015328295125186,0.001420133422534512,-0.001902741855398755
2021-07-16,0.0008374256095762256,-0.0012843092077557449,0.00030344008232052744
2021-07-19,-0.002119808353919006,-0.0011520552841189963,-0.001876636642331759
2021-07-20,0.002348357949115476,-0.000462329820801928,0.001641590959778061
2021-07-21,0.002096348987822516,0.0008836239050050413,0.0017920413659700775
2021-07-22,0.0005353480160974478,-0.0006463879979384312,0.0002390853359660722
2021-07-23,0.0022273925707945175,-0.0005395550386981052,0.001534329469138022
2021-07-26,-2.0702270848604876e-05,0.0021898411054461957,0.0005318465466448057
2021-07-27,-0.001498060385449862,-0.0007796686994804719,-0.0013181931789970239
2021-07-28,0.0020359308737207815,-8.010437360575436e-05,0.001505843190403164
2021-07-29,0.00031989972577006753,0.0015756112259342494,0.0006339696933936565
2021-07-30,-0.0002502301614671909,0.0023225704868166685,0.00039386668530501183
2021-08-02,0.0022120630332485014,-0.0027498210616187335,0.0009674677768269828
2021-08-03,-0.0007158049002046196,0.0010924979115472418,-0.00026391062058369935
2021-08-04,0.001055259098661443,-0.00021067157248075608,0.000738474218315312
2021-08-05,0.000738094688384594,0.0008004410755203708,0.0007536813718181023
2021-08-06,-0.0016380818694400334,-0.0010784941603554934,-0.0014981776278002316
2021-08-09,-0.00022176090952552574,-0.006532283605777091,-0.0018001372020259908
2021-08-10,-0.0006895553292476375,0.0010993801390523819,-0.0002442312857084708
2021-08-11,0.0010332054249027056,0.0007865175114417668,0.0009717142750103113
2021-08-12,0.0010372908734745945,0.0025526104022963805,0.0014149401037328241
2021-08-13,0.0009478028737353039,-0.00011802196765053827,0.0006818753267215067
2021-08-16,-0.0009666410137132431,0.002058789023308125,-0.00021238755461154058
2021-08-17,-0.00029124549388581666,0.0021137119297707026,0.0003096833339807196
2021-08-18,0.001579020384127272,-0.00088241788938969,0.0009628694272051919
2021-08-19,-0.0017452183578318126,0.0007514407600914736,-0.0011214030010201358
2021-08-20,0.0008634828551321583,-0.0007589916704345906,0.0004573312115336834
2021-08-23,0.0003026053585024613,-0.0003532010499328583,0.00013863790099194733
2021-08-24,-0.00024606731607790255,0.0023678829954715693,0.00040716206199731535
2021-08-25,-0.0009110447058413573,-0.001138005037309346,-0.000967873532355673
2021-08-26,-0.0007991841950050205,-0.0030120026197931766,-0.0013531596781831074
2021-08-27,0.0016097430185459949,0.0018742932445198045,0.0016758627225285875
2021-08-30,0.0,0.0007591570771824942,0.00018977562630533766
2021-08-31,-1.0684092464297024e-05,-0.0010203880596526469,-0.0002632356277110237
2021-09-01,0.0013898129526872527,-0.0006337165535424115,0.0008840622982417632
2021-09-02,0.00020952088191639184,0.001613563168381921,0.0005599079098304215
2021-09-03,-0.0013041006530132293,-0.0008661972998167146,-0.00119470420980337
2021-09-06,0.0005212380721586474,0.0008507049413764943,0.0006035721254576469
2021-09-07,-0.0017473233900319185,0.0006784823702894005,-0.0011409627249470149
2021-09-08,-0.001592295095939389,-0.0026642315971958943,-0.0018607271750812233
2021-09-09,0.0006390062861647561,-0.0013280672717785463,0.00014681240854205643
2021-09-10,-0.0020377463869178936,-0.0009474094081110944,-0.001765328614456923
2021-09-13,0.00022165683724439944,-0.0015085365890169966,-0.00021098155285791752
2021-09-14,0.00048823505165862535,0.00020801495679575736,0.00041825638457276116
2021-09-15,-0.002406297230004184,0.00138809986321658,-0.0014589310188014792
2021-09-16,-0.00017683294599191157,-0.003606427519721534,-0.0010355585061378571
2021-09-17,-0.0011360212297589767,-0.0016255117005975236,-0.0012582678147821497
2021-09-20,-0.0009039619974100521,-0.00032218442343264283,-0.0007587208242136676
2021-09-21,0.0021282351058118376,-0.0023198888508352425,0.0010172727557616259
2021-09-22,0.0018606011499868735,0.002400608004218606,0.0019950234974563637
2021-09-23,-0.0007453931832637206,-0.0009011799489937632,-0.0007841884302398962
2021-09-24,-0.0018074952461809568,-0.0001830037598241223,-0.0014029989512709725
2021-09-27,-0.0005657054529284444,-0.0021540529010219663,-0.0009616851104073568
2021-09-28,-0.0031246800250372964,-0.0013664502818342354,-0.0026868713710997455
2021-09-29,0.0009585067869313235,-0.002356572945780927,0.00012973685375326088
2021-09-30,-0.001594971988601035,0.0010305872207792834,-0.0009402139629522655
2021-10-01,-0.0009788587998396103,0.002279225406787767,-0.00016475986180173804
2021-10-04,-0.002930264052247278,-0.0009288105943617808,-0.002428937545407362
2021-10-05,0.0011836238062385984,0.001570621879716952,0.0012807053263862573
2021-10-06,-0.008411848221858587,0.0006913896144007949,-0.006127567973925176
2021-10-07,0.004401754992669371,0.00046408027550918997,0.003406892974454304
2021-10-08,-0.0008738016740669208,0.002171693000438065,-0.0001066075311230469
2021-10-11,-0.0014594756349840532,0.00033422849377930233,-0.0010065919504655904
2021-10-12,0.00044124284683233483,-0.00010199922287807363,0.00030389818974501986
2021-10-13,0.003976688558204655,0.0020147334056842487,0.0034808603977455515
2021-10-14,0.00527860275362646,0.0038512171342655597,0.0049183988261459095
2021-10-15,-0.00016395164594984468,0.0005869661173561632,2.5342880768395123e-05
2021-10-18,-0.0005371675459436842,-0.0028064375966083913,-0.0011095360078810406
2021-10-19,0.0008423728343864845,0.0012078532503600509,0.0009343998257403529
2021-10-20,0.0018388779127245236,-0.0004948709605117366,0.0012510856475868458
2021-10-21,-0.001841218043277526,0.0016166196541401313,-0.0009718245664432528
2021-10-22,0.004947906228619514,0.0013839314196237363,0.004049505317557443
2021-10-25,-0.00012068479949978173,0.0021582402154892415,0.00045225776188324173
2021-10-26,0.0008435470234207099,0.00011951053910952982,0.0006612072403402968
2021-10-27,0.002166444235741638,-0.0008640613717101496,0.0014036614020856693
2021-10-28,0.000983431707566984,0.0010582762698459495,0.0010022275362238974
2021-10-29,-0.0047921282373690754,0.00025992609710559,-0.0035233271158690506
2021-11-01,0.005398797491229956,-0.001985304407914805,0.0035372721372943228
2021-11-02,0.002714197000375451,0.0019719130473321842,0.002528097684995396
2021-11-03,0.0003196978044934795,-0.000664972073409563,7.296644571071028e-05
2021-11-04,0.012823279815021849,0.001710738651922454,0.01004083536248193
2021-11-05,0.003421721662102639,0.0004541422467856248,0.0026848041666127378
2021-11-08,0.0002392265493982304,3.188302120780032e-05,0.00018785297833759227
2021-11-09,3.93409924301924e-05,0.001208416524663006,0.00032895803388305025
2021-11-10,-0.002538300429009155,0.001942279789999135,-0.0014273429182853788
2021-11-11,-0.0005231806311861709,0.005631487927356841,0.001008015755824215
2021-11-12,-0.0003615169923647521,-0.0011016438777426637,-0.0005465007997582287
2021-11-15,-0.0006212378613550396,0.0019091642548534097,1.0847570992084262e-05
2021-11-16,-0.0031951711877269418,0.0007322323183635547,-0.0022122574599146537
2021-11-17,-0.007414584644264144,-0.0006537193793329577,-0.0057175454143605494
2021-11-18,-0.0009340802552811889,0.0006922038263638848,-0.0005237890229216383
2021-11-19,-0.002265760892294466,-0.0005562177112359866,-0.0018339396971653688
2021-11-22,0.0001657909828904902,-0.0009807141730619774,-0.00012418061635543652
2021-11-23,-0.0059363069310692795,-0.006430096798534467,-0.006061088209894168
2021-11-24,-0.00226494585504744,-0.0024296875563665056,-0.002306560820585357
2021-11-25,0.003610260212166816,0.0007663177951262642,0.0028919480973746995
2021-11-26,-0.012912627576846303,0.003682633901447382,-0.008729943840611489
2021-11-29,0.0030061132826513237,-0.0027224309295393514,0.0015442067062130943
2021-11-30,0.0004739542518388262,-6.125774475354486e-05,0.0003379516810501721
2021-12-01,0.007071454869850724,-0.0031654913357688085,0.0044711854478320075
2021-12-02,-0.006865716796190968,-0.00037073060915647255,-0.005228479079962531
2021-12-03,-0.0018510787115875171,-0.0011680441066703982,-0.0016780604928809534
2021-12-06,0.005325844260774204,0.0021705809205931265,0.004526182085700729
2021-12-07,0.008986265684606254,0.0018047291256128575,0.007170462777893101
2021-12-08,-0.0022962968975602793,0.0028897687153504555,-0.0009920211011835685
2021-12-09,-0.0017597735208342291,4.729955616155764e-05,-0.0013035355915705733
2021-12-10,-0.00296332298761659,-0.0010342784746826409,-0.0024756317528477918
2021-12-13,-0.0018244654484214085,0.00176035454126431,-0.000916859933876176
2021-12-14,-0.004491768818951081,0.0001208282723636999,-0.0033208211020698242
2021-12-15,0.0004192649842265084,-0.0019226814828054827,-0.00017731136633557633
2021-12-16,0.0024881173688140468,0.0026710282770861598,0.002534629889293553
2021-12-17,-0.000810618679562447,0.004884701802806996,0.0006378446962119298
2021-12-20,-0.0036153461506022166,-0.0013543657507726745,-0.003037881426665213
2021-12-21,0.004033830619415424,-0.002571488695019282,0.00234395309494324
2021-12-22,0.002940567145945705,-0.0006472428047555029,0.002027178000319418
2021-12-23,0.0007554034333605575,0.0017768067516823092,0.001014739544828541
2021-12-24,0.0003176480698063866,0.00021503457945528558,0.00029157448829442915
2021-12-27,0.0,4.940042056864047e-05,1.2350105142160117e-05
2021-12-28,0.0,0.0011022859774494325,0.00027558170424705374
2021-12-29,0.0025335240074269016,-0.0003681788751018142,0.001807471840342879
2021-12-30,-0.00138808324400308,-0.0019378842665354013,-0.0015253534337807517
2021-12-31,-0.0005674177326300267,0.0013501152018566684,-8.886031505144306e-05
2022-01-03,0.0,0.0012234047472682041,0.00030576370136171975
2022-01-04,0.004866763181787359,-0.0015367619572904416,0.0032648716466954514
2022-01-05,0.0009156642534771109,0.000998749277918821,0.0009363491433424594
2022-01-06,-0.0056250746978239174,-0.0023647962078478546,-0.004813343508194524
2022-01-07,-0.0021465357254574213,-0.0017122285886586454,-0.002038137612415041
2022-01-10,-0.006380037759083468,-0.0003127232253975968,-0.004865210637163684
2022-01-11,0.0027910758803399993,-0.0011974331077944087,0.0017907087964073236
2022-01-12,0.00295356928453705,0.002305976512693462,0.0027916295357489638
2022-01-13,-0.0008855541906795938,0.0005409258257518955,-0.0005290154055598607
2022-01-14,-0.003449637240237613,-0.0002549563917806542,-0.0026502941347671324
2022-01-17,0.0033009976990618917,-0.00048148017080612045,0.0023523085204554127
2022-01-18,-0.005493929536309672,0.001849300834039956,-0.003657369395475015
2022-01-19,0.00036499069135542683,-0.0008993693086371697,4.702340840273284e-05
2022-01-20,-0.0015620437533369058,0.00104865607499928,-0.0009061138353076009
2022-01-21,-0.005866652408166528,-0.00011187500697214927,-0.004417954227718465
2022-01-24,-0.01642041560082763,-0.0001288178007682883,-0.012301457069143104
2022-01-25,-0.0007885457572803789,-0.0037981294440520815,-0.0015588278513049918
2022-01-26,0.00817707375568566,0.0004052810849250524,0.006192398495925692
2022-01-27,0.0019389622273975338,-0.00036491150613543124,0.0013540080232315403
2022-01-28,-0.004996898296097285,-0.0008323964536100252,-0.003941345152697654
2022-01-31,0.006625113465006827,-0.0011039418042801418,0.004659958112731042
2022-02-01,0.003757447987417173,0.001992226727219933,0.0033112055890134034
2022-02-02,0.0037004473397834747,0.0010168769280261827,0.003022940995836599
2022-02-03,-0.004086203201850158,0.0009479952670471136,-0.002817788585332463
2022-02-04,-0.005483348563028345,-0.0007351155599348803,-0.004282467715291605
2022-02-07,0.0007702150027313337,-0.00015175584706934392,0.000536207620594606
2022-02-08,-0.0006325024301894189,0.00037005178009374013,-0.0003782169796049969
2022-02-09,0.012221626815668074,0.0014559641597893462,0.009489005925538481
2022-02-10,0.0006481126653972158,0.00268614682613399,0.0011613052118397815
2022-02-11,-0.005546768143982805,-2.5793389076190542e-05,-0.004154427178607592
2022-02-14,-0.01247073867189008,0.0041438018379946345,-0.00826332730681156
2022-02-15,0.009812469684607805,-0.002904582994737557,0.006551756121258429
2022-02-16,0.0022865173151345175,0.0002645907839152578,0.0017729561684682658
2022-02-17,-0.005410875972595708,0.005179758868557942,-0.0027249479223692375
2022-02-18,-0.002288981181546079,-0.0021395350970309654,-0.0022507792166163313
2022-02-21,-0.009536871730030483,-0.0009985812422625751,-0.007354038755613542
2022-02-22,-0.0009970882031847816,0.0012825381695911013,-0.0004105652977458239
2022-02-23,-0.003280776148452569,-0.0017258055781074176,-0.002880021596707584
2022-02-24,-0.015325642956169228,0.009004473157817706,-0.0090479091248657
2022-02-25,0.020004471840537885,-0.0073738683095151535,0.012811534704862633
2022-02-28,0.0022733920239403904,0.0015731888854858642,0.002093098441518944
2022-03-01,-0.014462479030944886,-0.0002951081272900418,-0.010816450200734188
2022-03-02,0.0019223659356910616,0.003097372120657194,0.00222797478030301
2022-03-03,-0.014344332353015798,0.0011647306489969156,-0.01030706138892931
2022-03-04,-0.021795075299556155,0.00021371578092513506,-0.015999406007375098
2022-03-07,-0.006226340817084286,0.007112393516614448,-0.002655919422728707
2022-03-08,0.0026505615390224335,-0.0023031770190601966,0.0013115914928629048
2022-03-09,0.02523921178997668,-0.000863042518130935,0.01820937663032025
2022-03-10,-0.004191814610769784,-0.004267995774893382,-0.0042119473403965145
2022-03-11,0.009097636341930837,0.000752310520285212,0.006892304701448626
2022-03-14,0.009251086692447119,-0.001030341738264843,0.0065506895006670635
2022-03-15,-0.00280817627082941,-5.593709205509924e-05,-0.0020907504377454663
2022-03-16,0.014362047524959065,-0.0019728393657773755,0.010095352243922455
2022-03-17,0.005509279977265358,0.0006686091220644601,0.004259996382181079
2022-03-18,-0.0016532106234494748,0.0008203009656888437,-0.0010171279790596318
2022-03-21,0.0003096422869830473,0.00024712599515264275,0.0002935361692167458
2022-03-22,-0.0018077538753240585,0.0006596729111951453,-0.001172098410006392
2022-03-23,-0.0025169774822189073,0.0018887146199745453,-0.0013799070013012058
2022-03-24,-0.0029247365335356434,0.000438081649595079,-0.002084031987752963
2022-03-25,0.00027362922087670327,0.0011811068666574046,0.0005010720177118757
2022-03-28,0.004366534131077682,-0.002230107502277345,0.002712081908531097
2022-03-29,0.014537099973740863,-0.0008646917310963587,0.010693335827202107
2022-03-30,-0.0013930069855813132,0.0009956265756293056,-0.0008037022644057053
2022-03-31,-0.005273804792094161,-0.00034176109086165245,-0.004054818925358157
2022-04-01,-0.0016871848975492654,0.001538827656716519,-0.0008868828602603849
2022-04-04,-0.0004562381843149499,-0.0003448737850086595,-0.0004285440765339547
2022-04-05,-0.008183967909855872,0.00043327130628031203,-0.006040852791227677
2022-04-06,-0.008390811504201401,0.002100938656021549,-0.005764508183342364
2022-04-07,-0.002080325787683357,-0.00035034987076018625,-0.0016438509556271268
2022-04-08,0.009149222515710154,0.0006473086111463061,0.007001401076668888
2022-04-11,-0.0022405298404953866,0.003996463897256015,-0.0006748327837823081
2022-04-12,-0.0006443732072912711,0.00018149565014417986,-0.0004360829889899295
2022-04-13,0.00012252292181136326,0.0030062160821246876,0.0008502609638359658
2022-04-14,0.002602848143436365,-4.3210203989215495e-05,0.0019336419296475142
2022-04-19,-0.00016465183982627973,2.7169181976861765e-05,-0.00011623471198991607
2022-04-20,0.006256994352563661,-0.003622047458543831,0.003763089221857785
2022-04-21,0.004945319768094869,-0.0004987933963713515,0.003581097491863903
2022-04-22,-0.005121556240574421,0.001190801779050347,-0.0035461938774794546
2022-04-25,-0.00529523287675282,-0.002547976732982351,-0.0046063463727652595
2022-04-26,-0.003638723760780893,-0.0024967579237006026,-0.0033517786804304417
2022-04-27,-0.000548296953391203,-0.0018208362241273566,-0.0008683259168469632
2022-04-28,0.004118993617397093,-0.0009517770537674631,0.0028449689580268334
2022-04-29,-0.0012600871248457102,0.0035924078288511146,-4.551975792281245e-05
2022-05-02,0.0,-0.0031182929280094192,-0.0007833404665025645
2022-05-03,-0.002530197926640665,-0.0007421909341007182,-0.0020820856667948607
2022-05-04,-0.004185551058853432,-0.0008351427559766769,-0.003344740646736075
2022-05-05,-0.000850068674653981,0.002152150959295555,-9.474170235251737e-05
2022-05-06,-0.005495286906390229,0.00019500924360232367,-0.00406045107685664
2022-05-09,-0.0133840084106297,-0.00034737474679140585,-0.01008271207667298
2022-05-10,0.005685877711519627,-0.002624635522135539,0.0035606909825328286
2022-05-11,0.008763687364160777,-0.0014631315391096906,0.006164576465834844
2022-05-12,-0.005497643647568329,-0.00028374783261992845,-0.004182595435969513
2022-05-13,0.008683104790540241,-0.0018351919156634766,0.006019794398685665
2022-05-16,-0.00016123411746093996,-0.002037617807599108,-0.0006326386387510551
2022-05-17,0.001823059740344135,0.0030326872441844444,0.002126527638489846
2022-05-18,-0.004315725865474795,-0.0007200921861405613,-0.003412847865349898
2022-05-19,-0.0036955400696728757,0.00044586849376229356,-0.0026528059613989247
2022-05-20,0.0031748833813143307,-0.0005641876974712857,0.0022305258492833777
2022-05-23,0.007305714277068276,0.0021287350540674646,0.006001837859969231
2022-05-24,-0.0005071198663966214,-0.0005200838358954757,-0.0005103724071744924
2022-05-25,0.0009013883726898264,0.0008386931811351713,0.0008856588782804836
2022-05-26,0.007056512550381866,-0.0010956548328406486,0.005011324537690432
2022-05-27,0.000706179870567647,0.0011762820399205832,0.0008234008518219866
2022-05-30,0.004267972462972169,0.00033274814931027514,0.00328636988266487
2022-05-31,-0.00448984622124915,0.0014184484298750374,-0.003020419548761369
2022-06-01,-0.0022900734321341654,-0.004364307065548868,-0.002808244033385902
2022-06-02,0.0,0.002219771095363725,0.0005536624463228036
2022-06-03,0.0,0.0016107878578339395,0.0004024369070154218
2022-06-06,0.0066142480552005,-0.0009859808092865785,0.004713124345693607
2022-06-07,-0.003501087983875606,-0.0012436187093089028,-0.0029396069858937334
2022-06-08,-0.0013554835369240514,0.0007464726046790112,-0.0008317927091426555
2022-06-09,-0.01182868935428194,-0.0008841199512656605,-0.00909760283613195
2022-06-10,-0.015774505850606246,-0.001150070649530695,-0.012094903700057082
2022-06-13,-0.01669263114487418,0.0010127826003545322,-0.012188481003985266
