Date,alpha_monthly,alpha_annualized,beta
2016-04-30,-0.00377098549556067,-0.0443249819902225,0.9391378976097139
2016-05-31,-0.0035984007398504013,-0.042336376806945575,0.7008388620068127
2016-06-30,0.001041988160681277,0.012575766200308314,0.7693671342261548
2016-07-31,0.0001356359244147772,0.0016288458509750026,0.5408948404877442
2016-08-31,-0.002819576692054365,-0.03331511976783896,0.7606641272783572
2016-09-30,-0.0014481694089061592,-0.017240284049239052,0.8646997042460126
2016-10-31,-0.0021094163190022814,-0.025021374954945608,0.9801850745273968
2016-11-30,-0.0032550138178233487,-0.03836842014227837,1.2781687490023466
2016-12-31,-0.002744605301943905,-0.032442615451633294,1.1431680542766274
2017-01-31,-0.0018718717990935415,-0.02223264081288312,1.0176346559427323
2017-02-28,-0.0025994433501407635,-0.030751192953221262,0.9293084140149714
2017-03-31,-0.0018743303743278886,-0.022261541495826154,0.9035463354159244
2017-04-30,-0.0008917780028558507,-0.010649004057785794,0.7193355512283716
2017-05-31,-0.00022593307286497598,-0.002707830390608623,0.7464837156374441
2017-06-30,-0.002621404371693817,-0.03100725597162801,0.7963575054723167
2017-07-31,-0.001110880619570381,-0.013249420598284933,0.8319490861248325
2017-08-31,-0.00036774807163349475,-0.004404062041463042,0.9679360593368977
2017-09-30,0.00047373984204508143,0.005699713863053679,1.0943518998613029
2017-10-31,0.0009977398903560759,0.012038799689954027,0.9859371892432107
2017-11-30,0.0013103187138787534,0.01583763868860255,0.986412562021934
2017-12-31,0.001130932435622235,0.0136559228019697,1.0385481781262755
2018-01-31,0.00018061378343451882,0.0021695197063105187,0.8776014826280742
2018-02-28,0.0012227122234438849,0.014771621608661967,0.9805905369061174
2018-03-31,0.002851760478962015,0.034763008383548843,0.7821406077009248
2018-04-30,0.0024513382522410054,0.02981591553210894,0.6336841568110968
2018-05-31,0.0018646008156422017,0.022606106577851337,0.5060478752704692
2018-06-30,0.0012927951445654191,0.015624325541360617,0.4127358859195459
2018-07-31,0.002519117488452658,0.030651779733196882,0.37655572372872415
2018-08-31,0.0006554029123477251,0.007893247472780418,0.39489910423361674
2018-09-30,0.0010331268335315915,0.01246821033279244,0.3654582096322625
2018-10-31,0.0017919066572418872,0.021716072160849587,0.1668729618315717
2018-11-30,0.003720188931757579,0.04556711680794168,0.18538738406491342
2018-12-31,0.006017290237973866,0.07464578369470098,-0.16822123284899387
2019-01-31,0.004830048623806332,0.05952538342647751,0.05842835688888626
2019-02-28,0.0020729041002642296,0.02516041541391778,-0.10215107499554955
2019-03-31,0.0018193845233500955,0.02205241522257806,-0.09399898833121259
2019-04-30,5.9281998792612545e-05,0.0007116159788065346,-0.03104212651944924
2019-05-31,0.002100240401444937,0.025496059243889535,0.026831661907269922
2019-06-30,0.002720407137668798,0.03313778266164635,-0.42344633270692866
2019-07-31,0.002200128938654905,0.02672337931997082,-0.4274494019237119
2019-08-31,0.005241029561116361,0.0647373169476817,-0.38252089655260463
2019-09-30,0.004023373333241639,0.0493633159898077,-0.3555665350881245
2019-10-31,0.005638833950313974,0.06980452286612238,-0.3956522841100736
2019-11-30,0.007481703494048223,0.09356855509290218,-0.5486936382220338
2019-12-31,0.008980412145699019,0.11325030207355447,-0.5530632014830289
2020-01-31,0.008697550306632038,0.10951095163973346,-0.5171029285197837
2020-02-29,0.007478904156400366,0.09353209323953893,-0.5366228846181946
2020-03-31,0.007312423285149553,0.09136565412156128,-0.5029675810136713
2020-04-30,0.008972552984098818,0.11314625042964166,-0.47560356822472716
2020-05-31,0.009606057219823447,0.12156221575487103,-0.457841464143415
2020-06-30,0.010256913868265532,0.13026941434142447,-0.475901646230182
2020-07-31,0.011473486903039225,0.14671116360243075,-0.5236724883706643
2020-08-31,0.010147365639648475,0.1287995483090949,-0.5895337028937646
2020-09-30,0.010623343303706229,0.1351987489688915,-0.7431567333705834
2020-10-31,0.00998471218720003,0.12662037362431078,-0.6039625018018706
2020-11-30,0.010227290680334018,0.12987177152136842,-0.579166144973498
2020-12-31,0.010944753792167673,0.1395386883909786,-0.5352618293612157
2021-01-31,0.009659001559428147,0.12226820399756888,-0.4828214311389173
2021-02-28,0.010627868546744143,0.1352597470859378,-0.5041434281826119
2021-03-31,0.011550906571903429,0.1477648586267517,-0.5180927041848875
2021-04-30,0.012220976186423739,0.1569217745456466,-0.4107343569972005
2021-05-31,0.013525904702174848,0.17494689962049637,-0.4058365837031239
2021-06-30,0.014057967719328901,0.18236994344408597,-0.4802844129210643
2021-07-31,0.014762227994268858,0.19226149908189183,-0.4250432897309617
2021-08-31,0.014937169186728647,0.19473033590007538,-0.43757585551058775
2021-09-30,0.014552553071800325,0.18930864847481765,-0.3893730777672192
2021-10-31,0.015154274975962143,0.19780073194988712,-0.3445368830506269
2021-11-30,0.014704086342305148,0.1914420178978895,-0.368753352657256
2021-12-31,0.013049970689841293,0.16834315867332794,-0.16273890951608966
2022-01-31,0.011621674787569137,0.1487288025871063,-0.08435968417900375
2022-02-28,0.013078310542667417,0.16873542877709702,-0.12877114536640094
2022-03-31,0.014252939802109031,0.18510082953761042,0.048535172279768085
2022-04-30,0.016480172820034614,0.2167096202893133,-0.09393384383512762
2022-05-31,0.01510590707002846,0.19711606832851425,-0.012596867782225985
2022-06-30,0.01301591145696392,0.1678718826396728,0.019404560965177082
2022-07-31,0.012739176674040675,0.16404917121890672,-0.15098674625492242
2022-08-31,0.010410906584744788,0.13233858207921512,-0.16547027433594394
2022-09-30,0.011493115269320129,0.14697822510629655,-0.16942977947354645
2022-10-31,0.010686667885924813,0.1360526073224877,-0.17719291016985306
2022-11-30,0.011976717320050425,0.15357609817471451,-0.18426173153846084
2022-12-31,0.011353058874637648,0.14507387972417196,-0.183203497660303
2023-01-31,0.010605501144284192,0.13495827444675879,-0.17562850441695294
2023-02-28,0.010150861976691712,0.12884643341447588,-0.19620783327396918
2023-03-31,0.010665114430613378,0.1357619179748355,-0.21168760865991498
2023-04-30,0.008871396950152526,0.11180778717016726,-0.20747226784965025
2023-05-31,0.008026978151768439,0.10069213983970204,-0.20375165694525882
2023-06-30,0.008234593794639047,0.1034156377923412,-0.20564251334165165
2023-07-31,0.006548123444184541,0.08147011314776198,-0.17833473975296138
2023-08-31,0.006557296980746333,0.08158839545583874,-0.17717515739640713
2023-09-30,0.007478045795272897,0.09352091316176692,-0.16786894110084483
2023-10-31,0.008647124201086114,0.10884554382800515,-0.2052869777390071
2023-11-30,0.008141070130555837,0.10218803252432584,-0.1457126772859803
2023-12-31,0.006584370669514738,0.08193754899132188,-0.20182635925653528
2024-01-31,0.007199269048125929,0.08989540863154644,-0.2201946094543566
2024-02-29,0.00753778584737232,0.09429927222573475,-0.22051470507632753
2024-03-31,0.00898685793772929,0.1133356480165375,-0.24516875574980757
2024-04-30,0.009255651633485682,0.1168999735052414,-0.32926976667728647
2024-05-31,0.008064430372852103,0.1011829813489653,-0.29512603311092644
2024-06-30,0.008984169035156668,0.11330004469203891,-0.19467386842541703
2024-07-31,0.008780705442947548,0.11060904148643802,-0.2000319078387817
2024-08-31,0.008986976663581187,0.11333722007042013,-0.13307812040277583
2024-09-30,0.010253982262975705,0.13023005661926335,-0.17248090800259547
2024-10-31,0.009389068756193573,0.11867302639840682,-0.25373929626321806
2024-11-30,0.009476413958231485,0.11983520151701632,-0.2265663808421924
2024-12-31,0.008716654594748234,0.10976314170404655,-0.23771280500450342
2025-01-31,0.010224053184088078,0.12982832120663423,-0.34095224135773666
2025-02-28,0.008929672663550589,0.11257869192826586,-0.27365626382092534
2025-03-31,0.008458190409035213,0.10635568161037123,-0.660201418402494
2025-04-30,0.007755714932099492,0.09714299940751459,-0.4867645850451026
2025-05-31,0.008621383045961389,0.1085060122898438,-0.6073654030626358
2025-06-30,0.009741269538367708,0.12336601770128297,-0.7946793802526326
2025-07-31,0.009408041550266479,0.11892537564125649,-0.5104546794163085
2025-08-31,0.010203708958274663,0.12955531717306923,-0.4743436140900299
2025-09-30,0.012894846266337107,0.1661981193869484,-0.7850420566113998
2025-10-31,0.013695675562532589,0.17731079323342103,-0.5974126485246368
2025-11-30,0.014156170414559788,0.1837447024803509,-0.6392946588639562
2025-12-31,0.017035318216153564,0.2247076123056031,-2.1655234118891613
