,core_portfolio_return
2024-07-31,0.003959053844649452
2024-08-31,0.00021776606438361767
2024-09-30,0.000752983132717322
2024-10-31,0.002912971010487597
2024-11-30,0.0025076086371664807
2024-12-31,-0.0001693215279430227
2025-01-31,0.004233678871807811
2025-02-28,-0.0021362331536392
2025-03-31,-0.003141609389718525
2025-04-30,-0.0006384127270444573
2025-05-31,0.002681374341149567
2025-06-30,0.0013286284779852053
2025-07-31,0.0027678339724361845
2025-08-31,-9.927806070508804e-05
2025-09-30,0.0016147836616078326
2025-10-31,0.002428959563310018
2025-11-30,-0.00030645174617904836
2025-12-31,-0.0008835817764666354
