,beta_rolling_63j
2024-06-03,0.1601691810025052
2024-06-04,0.152267152037253
2024-06-05,0.15452841103472914
2024-06-06,0.09150755065867452
2024-06-07,0.10136402457645963
2024-06-10,0.15593758680777006
2024-06-11,0.15582798002009174
2024-06-12,0.1413542904965831
2024-06-13,0.13707482987323244
2024-06-14,0.1349509859713098
2024-06-17,0.13895141849503573
2024-06-18,0.11822034932303377
2024-06-19,0.10968205728467875
2024-06-20,0.04950114123366499
2024-06-21,0.06345081988917056
2024-06-24,0.02537759159769321
2024-06-25,0.02221600897433887
2024-06-26,0.046458628288501454
2024-06-27,0.03715666400198917
2024-06-28,0.028554769411359607
2024-07-01,0.033495470514494224
2024-07-02,0.020671150552557842
2024-07-03,0.041681799786074024
2024-07-04,0.050014798514295224
2024-07-05,0.04685453531084916
2024-07-08,0.04749872134226005
2024-07-09,0.052101269090131665
2024-07-10,-0.0076526193704455105
2024-07-11,-0.03851885925371072
2024-07-12,-0.004560314830953259
2024-07-15,-0.0005576377282860423
2024-07-16,0.003695832046474799
2024-07-17,0.010938988666264112
2024-07-18,-0.04218101774141394
2024-07-19,-0.017353965708978788
2024-07-22,0.007428487187448591
2024-07-23,-0.029961449950415543
2024-07-24,-0.03360279971567542
2024-07-25,-0.04862440061518002
2024-07-26,-0.08242515654600734
2024-07-29,-0.07385892191031192
2024-07-30,-0.07262880355253096
2024-07-31,-0.03407757728895857
2024-08-01,-0.026646833896130116
2024-08-02,-0.07951790486291613
2024-08-05,0.023254199828929945
2024-08-06,0.0068241822392905455
2024-08-07,0.04050232604666364
2024-08-08,0.046576386656810395
2024-08-09,0.06047684314700861
2024-08-12,-0.025682348068664027
2024-08-13,0.0067922710590105
2024-08-14,0.012168598081283424
2024-08-15,0.011555489983115477
2024-08-16,0.009467491626496849
2024-08-19,0.03290307525787103
2024-08-20,-0.017849935296366085
2024-08-21,-0.02817642006987994
2024-08-22,-0.024773060847987343
2024-08-23,-0.021771524088459393
2024-08-26,-0.03244069094319785
2024-08-27,-0.00893048453663888
2024-08-28,-0.010467249310147773
2024-08-29,0.002730403164292676
2024-08-30,0.0011900591483504882
2024-09-02,0.0022963796830086265
2024-09-03,0.031158782248904757
2024-09-04,-0.00041035075959970456
2024-09-05,-0.036554617568176365
2024-09-06,-0.034964535176438424
2024-09-09,-0.0634608320012594
2024-09-10,-0.050119696269777095
2024-09-11,-0.04781446921886748
2024-09-12,-0.04886338499384651
2024-09-13,0.031405032645004737
2024-09-16,0.05124254184195174
2024-09-17,0.047751610270158666
2024-09-18,0.06598935958559234
2024-09-19,0.1194947543233796
2024-09-20,0.08460077547496418
2024-09-23,0.05108939753100898
2024-09-24,0.062401062934857726
2024-09-25,0.03943729320963059
2024-09-26,0.03972847161000711
2024-09-27,0.0266240854937408
2024-09-30,0.0008110035019201706
2024-10-01,-0.008407564777391026
2024-10-02,-0.010025523792029797
2024-10-03,-0.013999899604252538
2024-10-04,-0.040113470041077674
2024-10-07,-0.0488328382292108
2024-10-08,-0.0581154592247359
2024-10-09,-0.041732580530015204
2024-10-10,-0.04095838370211682
2024-10-11,-0.04910428434345779
2024-10-14,-0.053708742777056416
2024-10-15,0.14887011353952984
2024-10-16,0.15659513461848773
2024-10-17,0.15041215178635584
2024-10-18,0.3009138041878492
2024-10-21,0.12876307625559874
2024-10-22,0.15271258026528226
2024-10-23,0.1828020616013703
2024-10-24,0.12175857517135802
2024-10-25,0.17340332441829734
2024-10-28,0.1614703387544795
2024-10-29,0.07892684943511424
2024-10-30,0.10500927817854282
2024-10-31,-0.064872597112887
2024-11-01,-0.04235547919472446
2024-11-04,-0.041917906127426866
2024-11-05,-0.037321638548464466
2024-11-06,-0.09520284763907506
2024-11-07,-0.06016201189366737
2024-11-08,-0.02769088145781246
2024-11-11,-0.12456873507640849
2024-11-12,-0.029060655855853428
2024-11-13,-0.014203805119422402
2024-11-14,-0.18297132475446387
2024-11-15,-0.20877616202037616
2024-11-18,-0.22744207140311332
2024-11-19,-0.2471800448264912
2024-11-20,-0.23989741984521018
2024-11-21,-0.21073183904255136
2024-11-22,-0.12602393984407678
2024-11-25,-0.17883253213154215
2024-11-26,-0.15709716388307488
2024-11-27,-0.15607170683510996
2024-11-28,-0.17447328443158822
2024-11-29,-0.1448964888936168
2024-12-02,-0.137112612849226
2024-12-03,-0.15255444336958354
2024-12-04,-0.15043949725323805
2024-12-05,-0.11933950351517858
2024-12-06,-0.11932783182614531
2024-12-09,-0.12163106407068155
2024-12-10,-0.13392027730810177
2024-12-11,-0.1999796378883091
2024-12-12,-0.23204203783819127
2024-12-13,-0.1636878441956234
2024-12-16,-0.16937538379480493
2024-12-17,-0.19887207573724397
2024-12-18,-0.16680466988517864
2024-12-19,-0.054734740618041546
2024-12-20,-0.1072263040598118
2024-12-23,-0.06192731038105581
2024-12-24,-0.07899169465521333
2024-12-27,-0.08379311238226281
2024-12-30,-0.07575927939302826
2024-12-31,-0.058504182581395045
2025-01-02,-0.06319645288680008
2025-01-03,-0.11369350939722526
2025-01-06,-0.10642323804439657
2025-01-07,-0.1227857171247378
2025-01-08,-0.15524208283586916
2025-01-09,-0.15617260431977
2025-01-10,-0.20215035277650564
2025-01-13,-0.20946954006933685
2025-01-14,-0.21637429050955947
2025-01-15,-0.1699063872830869
2025-01-16,-0.23774362474073962
2025-01-17,-0.21528896087900906
2025-01-20,-0.2507718820439476
2025-01-21,-0.18962603647620024
2025-01-22,-0.21176996090780592
2025-01-23,-0.21699753539533737
2025-01-24,-0.21044894183840018
2025-01-27,-0.21550155409713878
2025-01-28,-0.22232555147768646
2025-01-29,-0.19015662088416088
2025-01-30,-0.13895778307075105
2025-01-31,-0.07369425625269403
2025-02-03,-0.06271888425434895
2025-02-04,-0.0590942721545453
2025-02-05,-0.04956400404459586
2025-02-06,-0.027163444560564576
2025-02-07,-0.048534107251478394
2025-02-10,-0.05835977995022967
2025-02-11,0.029359532731054884
2025-02-12,-0.023122965528661
2025-02-13,-0.019112524697962572
2025-02-14,0.0899047347298388
2025-02-17,0.10766266363892568
2025-02-18,0.13094345806169283
2025-02-19,0.080674699467097
2025-02-20,0.05637194436711475
2025-02-21,0.020246460723526812
2025-02-24,-0.03453527114252172
2025-02-25,0.014862716110437806
2025-02-26,0.0031739672093549056
2025-02-27,-0.002744481657758641
2025-02-28,0.0022211837991463197
2025-03-03,-0.015290679229422639
2025-03-04,-0.025889518373337462
2025-03-05,0.05750687045136746
2025-03-06,0.06426259473165072
2025-03-07,0.06099841061172014
2025-03-10,0.07194732189331357
2025-03-11,0.09009903207652596
2025-03-12,0.0845469839816278
2025-03-13,0.05324741286129847
2025-03-14,0.052498959727541435
2025-03-17,0.04279180660150897
2025-03-18,0.04429920155993482
2025-03-19,0.03776241131080898
2025-03-20,0.03740799764633772
2025-03-21,-0.046379750778071924
2025-03-24,-0.02367146265476269
2025-03-25,-0.02565910360555103
2025-03-26,-0.03401276059711076
2025-03-27,-0.027983624834484796
2025-03-28,-0.019623088564850132
2025-03-31,-0.008033126924844218
2025-04-01,0.0319143925581156
2025-04-02,0.05747535394427302
2025-04-03,0.06667872118392369
2025-04-04,0.19151061522141546
2025-04-07,0.3973429209539213
2025-04-08,0.274904983147741
2025-04-09,0.22455583078364147
2025-04-10,0.12234186889342757
2025-04-11,0.0926594418519358
2025-04-14,0.07223351046708777
2025-04-15,0.17540058635423458
2025-04-16,0.21528366846238384
2025-04-17,0.21590108587413587
2025-04-22,0.2320040173722743
2025-04-23,0.23163570853836807
2025-04-24,0.22647354139331055
2025-04-25,0.24966763907522263
2025-04-28,0.2658345581499795
2025-04-29,0.26204006758710535
2025-04-30,0.2379956435277482
2025-05-01,0.23007941623539685
2025-05-02,0.17876639800278188
2025-05-05,0.17113274306834073
2025-05-06,0.16746019116520877
2025-05-07,0.14073670014198214
2025-05-08,0.14567409168138462
2025-05-09,0.1573978735898375
2025-05-12,0.29157554286632914
2025-05-13,0.28618669452049295
2025-05-14,0.29045353802874474
2025-05-15,0.21348143332133615
2025-05-16,0.2332545866359499
2025-05-19,0.2195106889904828
2025-05-20,0.20976132300322298
2025-05-21,0.25206863477699487
2025-05-22,0.26397282638836805
2025-05-23,0.28072017436171753
2025-05-26,0.2705096828253855
2025-05-27,0.2434309517756695
2025-05-28,0.23516036297282683
2025-05-29,0.19195147109139335
2025-05-30,0.19012249290490915
2025-06-02,0.19888037322554564
2025-06-03,0.25428720539390903
2025-06-04,0.1953278956448352
2025-06-05,0.15704623209332072
2025-06-06,0.1484132841274661
2025-06-09,0.13693126197144626
2025-06-10,0.11130411912335524
2025-06-11,0.1092107914131793
2025-06-12,0.166319210249552
2025-06-13,0.006480157539694132
2025-06-16,-0.05799240511616413
2025-06-17,-0.04254210259882684
2025-06-18,-0.04305890036102327
2025-06-19,-0.03199347227632025
2025-06-20,-0.04149357533998285
2025-06-23,-0.040769060830464124
2025-06-24,-0.08864320512585003
2025-06-25,-0.09197697539477642
2025-06-26,-0.09219609006454689
2025-06-27,-0.10688900441618253
2025-06-30,-0.11547456372897724
2025-07-01,-0.14739461312378285
2025-07-02,-0.14374969988962624
2025-07-03,-0.14877109428096225
2025-07-04,-0.3289609463004982
2025-07-07,-0.7542857942611484
2025-07-08,-0.6207326149517158
2025-07-09,-0.49601764125480713
2025-07-10,-0.46685754780264244
2025-07-11,-0.3526909174568637
2025-07-14,-0.3945724300952765
2025-07-15,-0.4017709753906485
2025-07-16,-0.5434528799694913
2025-07-17,-0.31839712939092807
2025-07-18,-0.36288109044186123
2025-07-21,-0.3002095513506681
2025-07-22,-0.3136454207739777
2025-07-23,-0.31887529894419814
2025-07-24,-0.23840587702745808
2025-07-25,-0.2356695320303349
2025-07-28,-0.20072814621027704
2025-07-29,-0.19727322722800206
2025-07-30,-0.21188989380040463
2025-07-31,-0.2055488990950523
2025-08-01,-0.20586813552058125
2025-08-04,-0.12707027910233928
2025-08-05,-0.12706380547851473
2025-08-06,-0.1308113403745747
2025-08-07,-0.3684950243137588
2025-08-08,-0.40554801327626133
2025-08-11,-0.39603560327511206
2025-08-12,-0.30837798348816475
2025-08-13,-0.3083343897729718
2025-08-14,-0.31687473986974823
2025-08-15,-0.29513035137841265
2025-08-18,-0.25982876562728174
2025-08-19,-0.2700620001378361
2025-08-20,-0.2551659121514604
2025-08-21,-0.2820077836502118
2025-08-22,-0.27061465423598696
2025-08-25,-0.26622780797117057
2025-08-26,-0.2121971665931796
2025-08-27,-0.20789447130980243
2025-08-28,-0.21098940617862938
2025-08-29,-0.23915553789630312
2025-09-01,-0.26570016185380607
2025-09-02,-0.20299793135743582
2025-09-03,-0.14825197302919707
2025-09-04,-0.10554429507793398
2025-09-05,-0.07517798372296827
2025-09-08,-0.035602342956458054
2025-09-09,-0.05018374188838671
2025-09-10,0.133449219735521
2025-09-11,0.18331915474732002
2025-09-12,0.14943794622858828
2025-09-15,0.11974462696362063
2025-09-16,0.07897290588748006
2025-09-17,0.0971614937511252
2025-09-18,0.09256365284273417
2025-09-19,0.1771663211079974
2025-09-22,0.17673632130573907
2025-09-23,0.22378405640282573
2025-09-24,0.2609761799088616
2025-09-25,0.3118580453017637
2025-09-26,0.27331369062894073
2025-09-29,0.3790748924299664
2025-09-30,0.3978868034260933
2025-10-01,0.4676000477053909
2025-10-02,0.47667379346664973
2025-10-03,0.43927067825362204
2025-10-06,0.3963849316189666
2025-10-07,0.41490796028998334
2025-10-08,0.47481901369764135
2025-10-09,0.4699015174045031
2025-10-10,0.5010073142940769
2025-10-13,0.5284333242439215
2025-10-14,0.7148043155991652
2025-10-15,0.696243814529047
2025-10-16,0.7220380588631299
2025-10-17,0.43403769161262273
2025-10-20,0.08135267101568795
2025-10-21,-0.08063638499243984
2025-10-22,-0.09130539468128573
2025-10-23,-0.36848362495843684
2025-10-24,-0.37783952501070384
2025-10-27,-0.36269730216679985
2025-10-28,-0.44027617596208335
2025-10-29,-0.4612968634616689
2025-10-30,-0.5151452668250621
2025-10-31,-0.519096084570121
2025-11-03,-0.4686381230575777
2025-11-04,-0.45940178897902656
2025-11-05,-0.42408519274355994
2025-11-06,-0.49182373840349064
2025-11-07,-0.4577273564723614
2025-11-10,-0.31839515348003095
2025-11-11,-0.22105286494033657
2025-11-12,-0.25747956550295686
2025-11-13,-0.4088204893104987
2025-11-14,-0.2420673627420651
2025-11-17,-0.12233667612952034
2025-11-18,0.09258327738944823
2025-11-19,0.16598217800134268
2025-11-20,0.17049372166776872
2025-11-21,0.14651177320454198
2025-11-24,0.13431015998665322
2025-11-25,0.17835450032899833
2025-11-26,0.2121723924240335
2025-11-27,0.24138826229097612
2025-11-28,0.20489775518612607
2025-12-01,0.10388022351245775
2025-12-02,0.10456582634591842
2025-12-03,3.228956790088029e-06
2025-12-04,-0.06555533044174118
2025-12-05,-0.04120796242191386
2025-12-08,-0.052419884147042455
2025-12-09,-0.06274652770376557
2025-12-10,-0.033611130772407224
2025-12-11,0.014178070312230019
2025-12-12,0.1049320983366731
2025-12-15,0.13501384313357628
2025-12-16,0.1797481921605468
2025-12-17,0.1582312881670469
2025-12-18,0.13332402509903085
2025-12-19,0.10967707326444343
2025-12-22,0.06752974229797988
2025-12-23,0.010754122597567011
2025-12-24,0.02142621275786459
2025-12-29,-0.06298703957731057
2025-12-30,-0.18913284339455416
2025-12-31,-0.244557133458881
