,DWMAEIA ID Equity
2020-09-16,0.08513893731295241
2020-09-17,0.08340416385825435
2020-09-18,0.08472069456687707
2020-09-22,0.08328530364232604
2020-09-23,0.08121841979256715
2020-09-24,0.0807780769518403
2020-09-25,0.07748443351238182
2020-09-29,0.07497875700029104
2020-09-30,0.07454736050925097
2020-10-01,0.07457350356667392
2020-10-02,0.0751916340335582
2020-10-06,0.07507238685379121
2020-10-07,0.07532631154963519
2020-10-08,0.07308542108485437
2020-10-09,0.07320993076539216
2020-10-14,0.07858651217049685
2020-10-15,0.0785985723501069
2020-10-16,0.07690433889967944
2020-10-20,0.07648740803169514
2020-10-21,0.07773409227080226
2020-10-22,0.0779283691760968
2020-10-23,0.07762550346534579
2020-10-28,0.07627269213894596
2020-10-29,0.07432884668951015
2020-10-30,0.07407173696795061
2020-11-03,0.0744116349447394
2020-11-04,0.08163821038281957
2020-11-05,0.08201409005729365
2020-11-06,0.07723090288586375
2020-11-10,0.0793759327006592
2020-11-13,0.07882664215328815
2020-11-17,0.07771260678908216
2020-11-18,0.07824646039504428
2020-11-19,0.07724884955732583
2020-11-20,0.07743580781754116
2020-11-24,0.07848529726932567
2020-11-25,0.07822974945398817
2020-12-01,0.07586401876482395
2020-12-02,0.07623961838552812
2020-12-03,0.07635194623345994
2020-12-04,0.0761692906437932
2020-12-08,0.07619209488801643
2020-12-09,0.07589891048970274
2020-12-10,0.0757445396338562
2020-12-11,0.0761148289881973
2020-12-15,0.07562177433526521
2020-12-16,0.07516407592887708
2020-12-17,0.07453701369340608
2020-12-18,0.07415732329219779
2020-12-22,0.0736117188994455
2020-12-23,0.07358511111565759
2020-12-24,0.07361481759275113
2020-12-31,0.07307889801659695
2021-01-05,0.07536368918079421
2021-01-06,0.07268973627318506
2021-01-07,0.0742490462955801
2021-01-08,0.07631187616825907
2021-01-12,0.07677153103482055
2021-01-13,0.07850866683514164
2021-01-14,0.07950361637419666
2021-01-15,0.08041047484069175
2021-01-20,0.08061036942622367
2021-01-21,0.08101679909559102
2021-01-22,0.0817666393802765
2021-01-26,0.08088921136895504
2021-01-27,0.08363721858917147
2021-01-28,0.08423510966644385
2021-01-29,0.09127855784614917
2021-02-02,0.09412351055297623
2021-02-03,0.09319780029921794
2021-02-04,0.09394512589285094
2021-02-05,0.09535280126407283
2021-02-09,0.09408170552662026
