,core,satellite
2021-04-01,0.004045040863155158,0.0
2021-04-02,-4.459358973529781e-06,0.0
2021-04-05,-4.459358512898248e-06,0.0
2021-04-06,0.006664100509270909,0.0
2021-04-07,-0.0037782006569898607,0.0012937057142501263
2021-04-08,0.004153071801994868,0.00012162281413672944
2021-04-09,0.0020205046582750796,-0.0009122123871720623
2021-04-12,-0.0004596086804001809,0.0
2021-04-13,0.001889066611907575,-0.0004438400136222431
2021-04-14,0.00017162068155740506,0.0005605797104101529
2021-04-15,0.004569324611046532,0.0007064905329259073
2021-04-16,0.0022006840017065876,0.0011760126190985432
2021-04-19,-0.005946038920957575,0.0
2021-04-20,-0.011308056616450068,-0.0009255392742026245
2021-04-21,0.007156842302981081,0.00386287811393583
2021-04-22,0.005946840296284561,-0.002467726002254783
2021-04-23,-0.0027505726878296333,0.0005161349571635215
2021-04-26,0.0020234591382255473,0.0
2021-04-27,-0.0015365028267516623,0.000868814732363754
2021-04-28,-0.0005303839979859948,0.0004741889682553682
2021-04-29,-0.002021972665711913,0.0008937264564319149
2021-04-30,0.0018420831252325964,-0.0014062783920575249
2021-05-03,0.002643700256594217,0.0
2021-05-04,-0.009805639286699752,-0.0013150099803041048
2021-05-05,0.011548642684458432,-0.0007998351604999732
2021-05-06,-0.004955907723878217,0.004159964926461407
2021-05-07,0.005486777580065549,-0.00021874462963107362
2021-05-10,-0.0011518946949063968,0.0
2021-05-11,-0.01668538567193445,0.0006479692999102114
2021-05-12,-0.0037770345736108935,-0.0012104024396355825
2021-05-13,0.0015380372493654093,-0.003242408766174448
2021-05-14,0.007292101472662571,0.0016879724613500734
2021-05-17,-0.0035990211559344676,0.0
2021-05-18,0.00016551633278805156,0.0005536917201942327
2021-05-19,-0.012533864905362901,-0.0022299180196717894
2021-05-20,0.013234992455826378,0.0003427101681385934
2021-05-21,0.004371377811413835,-6.20793959018207e-05
2021-05-24,-4.465503713024788e-06,0.0
2021-05-25,0.0014569026789919004,-0.0003013979735795758
2021-05-26,0.003046372936077457,9.739857708293553e-05
2021-05-27,0.0023238178170934543,0.003327772786235522
2021-05-28,0.003497628601863978,0.0014878261718749286
2021-05-31,-0.005717776786555051,0.0
2021-06-01,0.004216128061902857,-0.00020645206928607832
2021-06-02,0.0038017142471400422,0.0008870509033468978
2021-06-03,-0.0003205268024595309,-0.0013026441735399241
2021-06-04,0.0026720972740046367,0.00015083867995137616
2021-06-07,-0.0012162557399338914,0.0
2021-06-08,0.0009965772544955342,-0.000981831528720878
2021-06-09,0.00188489415556381,-0.00010581406942462574
2021-06-10,0.00207208201611242,0.0008203495754909808
2021-06-11,0.005828701580634643,0.0004350300845876399
2021-06-14,-0.0010683222358586209,0.0
2021-06-15,0.0005254525327575976,-0.00010489574904312682
2021-06-16,0.002069877696799338,-4.357686516538449e-05
2021-06-17,0.00817442932447876,-0.006764898949433229
2021-06-18,-0.007808523595125405,-0.0032923681615715794
2021-06-21,0.0036339833340690575,0.0
2021-06-22,0.004658721671695565,-0.0011751692782616897
2021-06-23,-0.0028703746876671543,0.001101793502380677
2021-06-24,0.0060110871044933845,-0.00032765270756902616
2021-06-25,0.0009365931012450535,0.0019928210561949208
2021-06-28,-6.389023520403381e-05,0.0
2021-06-29,0.004087890713901476,-0.001869292981676823
2021-06-30,0.001126508878676713,0.003222262701463174
2021-07-01,0.0022486448347829313,0.0003873742213435338
2021-07-02,0.005148621680184595,0.003073619491371532
2021-07-05,0.0018992672713336045,0.0
2021-07-06,-0.0014614395244791911,-0.0006150040260156976
2021-07-07,0.006126732571864801,-0.001362313435957285
2021-07-08,-0.01213856000456548,-0.0034429919370709437
2021-07-09,0.009255870738767102,0.002906406527797345
2021-07-12,0.0033964782908408875,0.0
2021-07-13,0.004748068009169826,0.00039084548144697746
2021-07-14,-0.003308926611244156,0.0007487991291090236
2021-07-15,-0.0026947392357569155,-2.1778368174535422e-05
2021-07-16,-0.0028361767703166674,-0.0027054026166041635
2021-07-19,-0.015874680775594507,0.0
2021-07-20,0.011176184412111656,-0.0009549245868567425
2021-07-21,0.006201035302583868,0.004116395301554737
2021-07-22,0.004399057371927029,0.0012696530165750952
2021-07-23,0.009461724060711996,0.0005065632942815477
2021-07-26,-0.0018061904857937794,0.0
2021-07-27,-0.0076937309026228196,-0.0029455831682736132
2021-07-28,0.005855631860407051,0.001633710649725856
2021-07-29,0.0004204269103535996,0.0027503699367298464
2021-07-30,-0.003405160062447732,0.000727843342814316
2021-08-02,0.003281420539124058,0.0
2021-08-03,-0.0015135316002353738,0.0005429046055167308
2021-08-04,0.0038056994009865175,0.00014323828825748566
2021-08-05,0.0036609180669415764,0.0007243047114819379
2021-08-06,0.004524110172588358,-0.0038563586368524022
2021-08-09,0.0013204908028499052,0.0
2021-08-10,0.003016132426059581,-0.00010307797882211909
2021-08-11,-4.4364936428342716e-05,0.0010347626026578737
2021-08-12,0.0018613377121456942,-0.0027839593684937216
2021-08-13,-0.0010053143734530812,0.0029171017494717343
2021-08-16,-0.002608939449702974,0.0
2021-08-17,0.002345687878400504,-0.0008473557159637435
2021-08-18,-0.00015478024818338376,9.924087738468206e-05
2021-08-19,-0.008834156287041761,-0.0041849366089567516
2021-08-20,0.0056649978292278025,-0.0008498682796009571
2021-08-23,0.005685687110078552,0.0
2021-08-24,0.0012186824437225852,0.0037593012177140977
2021-08-25,0.00012104578355809359,-0.00013367833731912918
2021-08-26,-0.003681054031997033,-0.003164346834184145
2021-08-27,0.0031436441811889537,0.004731665888122805
2021-08-30,0.004014087010237644,0.0
2021-08-31,-0.002146366857055937,-0.002004854790864047
2021-09-01,-0.0006292575593938032,0.002656588114006389
2021-09-02,0.0022068022575367774,-0.0005292004600422149
2021-09-03,-0.001648824889124989,0.00878700518616626
2021-09-06,0.005462599153558623,0.0
2021-09-07,-0.005106811964561198,-0.0038223184853110603
2021-09-08,-0.0024476964383289834,-0.003737896348600034
2021-09-09,0.0021232367476533565,0.0016694476746602627
2021-09-10,-0.004820371288602021,-0.002172539858656822
2021-09-13,-0.0011886817177672038,0.0
2021-09-14,-0.0009724433151482303,-0.0008840707704580704
2021-09-15,-0.002619767113732352,-3.0567897493186114e-05
2021-09-16,0.004096112526154938,-0.007228111521214159
2021-09-17,-0.002415242374286475,-0.004442624939986556
2021-09-20,-0.015204098446849224,0.0
2021-09-21,0.006925773034759608,0.0023851775964826905
2021-09-22,0.004378212708163298,0.002843012054694144
2021-09-23,0.007155018910639077,-0.0007797036703394098
2021-09-24,-0.0027291842208191364,0.0001574807913653387
2021-09-27,0.0015720220949295705,0.0
2021-09-28,-0.016497014098882268,-0.0024530059277391215
2021-09-29,0.00686655924344115,-0.004442090798478898
2021-09-30,-0.0019306314444662576,0.005988905751180213
2021-10-01,-0.004909082605709325,0.0012508447175566704
2021-10-04,-0.010617185728240996,0.0
2021-10-05,0.01484668826931923,-0.0007364905337456372
2021-10-06,-0.006108616792773414,-0.0024396318778389437
2021-10-07,0.01862819191238141,0.004714822611707242
2021-10-08,-0.004646969823439928,0.0015554151600804423
2021-10-11,0.0020837789151579855,0.0
2021-10-12,-0.005699791430090473,-0.0019494057911842277
2021-10-13,-0.0021899041005104536,0.002119526674025624
2021-10-14,0.014541256294851035,0.005158586439803541
2021-10-15,0.006705571567431123,0.0036545795944399554
2021-10-18,-5.5553516694839544e-05,0.0
2021-10-19,0.003973277576340362,0.0005880222183425432
2021-10-20,0.0028358964951604726,0.0015127846022262247
2021-10-21,-0.0014579680933907158,-0.005011485633416828
2021-10-22,0.0014197041011529965,-0.003808460431384364
2021-10-25,0.005885242420393677,0.0
2021-10-26,0.00596699440873083,-0.0009039854630934985
2021-10-27,-0.0034571043469170393,-0.004221733516807501
