bloc,ticker,strategie,devise,expense_pct,aum_usd_m,vol_calib,sharpe_calib,alpha_annual,beta_core,drawdown_calib,skew_calib,kurtosis_calib,n_obs_calib
Bloc1,BFIST5I LX Equity,Dérivés,Franc suisse,1.48,203.949,0.058848399736707815,0.6335193862629949,0.032482983191898206,0.08082276888252296,-0.115532240692923,-1.3600321637269581,6.559557522823221,488
Bloc2,MGFOIII ID Equity,Multi-stratégie,Livre sterling,0.98,144.834,0.025263019831749434,7.161933563149582,0.15823553294421489,0.08545316892611501,-0.004948545331919241,0.04742571070358176,5.473796059756749,55
Bloc2,LOTINAG IN Equity,Equity Hedge,Roupie indienne,1.06,3141.067,0.01070891158977803,5.017753654500385,0.053248837040568965,-0.015405073248912288,-0.005995923581377682,0.2861776812983666,2.516455216850906,427
Bloc2,LTARORG IN Equity,Multi-stratégie,Roupie indienne,0.92,267.155,0.010963326533109365,5.0180881837575715,0.0550947499708542,-0.026030214114178107,-0.0063096384608541944,0.2671099291328625,2.6334559627141676,427
Bloc3,JIRRX US Equity,Protégé contre l'inflation,Dollar US,1.09,1125.444,0.040323885447159445,2.7084616166304656,0.10947143047488095,-0.050262828353451326,-0.019320776741607815,-0.06012353998675478,0.49344304538567973,159
Bloc3,GOLDIETF IN Equity,Métaux précieux,Roupie indienne,0.5,2798.465,0.15431686941444692,0.7671401900890102,0.11455731931081506,0.0024379488247956212,-0.10478988778292209,-0.47327508421380804,3.603996575937633,379
Bloc3,ROGMACS ID Equity,Titres adossés à des actifs,Livre sterling,0.45,262.659,0.043142508351828326,1.5323972026620132,0.0617843307832545,0.024404468528490066,-0.00905119412623745,-0.07015964290845562,-0.5889160996851897,81
