,portfolio_return_gross,portfolio_return_net_est,portfolio_nav_gross,portfolio_nav_net_est,fee_drag_nav,portfolio_ter_bps_annualized,portfolio_ter_daily_drag,allocation_turnover_daily
2021-04-06,0.00486383443294236,0.004847203663296585,1.0726507750845171,1.0718381956714764,0.0008125794130406927,41.90953950735414,1.663076964577545e-05,0.0
2021-04-07,-0.004063130029065236,-0.004079760798711011,1.0682924555095712,1.067465352218215,0.0008271032913562681,41.90953950735414,1.663076964577545e-05,0.0
2021-04-08,0.00408063533904104,0.004064004569395265,1.0726517674559544,1.071803536287301,0.0008482311686532906,41.90953950735414,1.663076964577545e-05,0.0
2021-04-09,0.0012274682040168614,0.001210837434371086,1.073968413394489,1.073101316131329,0.0008670972631599216,41.90953950735414,1.663076964577545e-05,0.0
2021-04-12,-0.00035052662863674366,-0.0003671573982825191,1.0735919588672793,1.0727073190440046,0.000884639823274691,41.90953950735414,1.663076964577545e-05,0.0
2021-04-13,0.0006699173029759516,0.0006532865333301761,1.0743111766968605,1.0734081042897408,0.0009030724071197316,41.90953950735414,1.663076964577545e-05,0.0
2021-04-14,0.0015601529695371415,0.0015435221998913661,1.075987266469391,1.0750649335282554,0.0009223329411356396,41.90953950735414,1.663076964577545e-05,0.0
2021-04-15,0.003894719779134911,0.0038780890094891355,1.0801779353582066,1.0792341310314586,0.0009438043267480101,41.90953950735414,1.663076964577545e-05,0.0
2021-04-16,0.0023508710626227447,0.002334240292976969,1.0827172944089238,1.0817533228256682,0.0009639715832556739,41.90953950735414,1.663076964577545e-05,0.0
2021-04-19,-0.004402273381580918,-0.004418904151226693,1.07795087688397,1.0769731585768305,0.0009777183071395523,41.90953950735414,1.663076964577545e-05,0.0
2021-04-20,-0.009835836956521881,-0.009852467726167657,1.0673483278117994,1.0663623152900035,0.0009860125217959759,41.90953950735414,1.663076964577545e-05,0.0
2021-04-21,0.007262811197738947,0.007246180428093172,1.0751002771989189,1.074089369028314,0.0010109081706048961,41.90953950735414,1.663076964577545e-05,0.0
2021-04-22,0.004585472076451795,0.0045688413068060195,1.0800301194994,1.0789967129047318,0.001033406594668218,41.90953950735414,1.663076964577545e-05,0.0
