,portfolio_return
2023-01-30,-0.0038339622501423
2023-01-31,0.000803785843842575
2023-02-01,-0.0006789511426387501
2023-02-02,0.013842021753495574
2023-02-03,-0.002074858755183575
2023-02-06,-0.003746211816703575
2023-02-07,-0.00023066693906102502
2023-02-08,-0.0015525001009604252
2023-02-09,0.00240290403818805
2023-02-10,-0.00279063885623555
2023-02-13,0.001038236914156575
2023-02-14,-0.002998592352376125
2023-02-15,0.0003739088326619501
2023-02-16,-4.026571785710001e-05
2023-02-17,-0.0022657743295044497
2023-02-20,-0.000253644734443125
2023-02-21,-0.00516234179178535
2023-02-22,0.00025955780047930003
2023-02-23,0.0019941889077140502
2023-02-24,-0.003640128022215275
2023-02-27,0.00039409769514412503
2023-02-28,-0.002509440793446325
2023-03-01,-0.0040090517055906
2023-03-02,0.000932842009663675
2023-03-03,0.004653195973617666
2023-03-06,0.00107464412884035
2023-03-07,-0.0009130321016029249
2023-03-08,0.001127077948729675
2023-03-09,0.0006143175639425249
2023-03-10,-0.0038163260568571753
2023-03-13,-0.001863785775096825
2023-03-14,0.0011148477152566408
2023-03-15,0.0025661284544304997
2023-03-16,0.00014166230610115373
2023-03-17,0.00029841393985072034
2023-03-20,0.0022547486645326503
2023-03-21,0.0016179109106884
2023-03-22,-0.0011554397614236
2023-03-23,0.0011455025292036998
2023-03-24,-0.000193224295865775
2023-03-27,2.9038606978653224e-05
2023-03-28,-0.00290371354733815
2023-03-29,0.002365911867342725
2023-03-30,0.000397322352852925
2023-03-31,0.0054722683138834
2023-04-03,0.00250639037577945
2023-04-04,-0.0021928235341944166
2023-04-05,0.001284448798819125
2023-04-06,0.00039023720185237497
2023-04-07,0.0
2023-04-10,0.0
2023-04-11,-0.0017623872350544002
2023-04-12,-0.0019164323359033247
2023-04-13,-0.0008104040661736499
2023-04-14,0.0015954192711485752
2023-04-17,0.0004623520822275
2023-04-18,0.0011077627486307
2023-04-19,-0.0019293502654071498
2023-04-20,0.00026638436515392504
2023-04-21,-0.00230422375307325
2023-04-24,-0.0012312945946138499
2023-04-25,0.0022073686875683767
2023-04-26,-0.0026007319643995496
2023-04-27,0.0001150574641017
2023-04-28,0.0065165185522764995
2023-05-01,0.0
2023-05-02,-0.0008553731923827
2023-05-03,-0.0008115820237369999
2023-05-04,-0.0007359622738831468
2023-05-05,0.0016022370759849502
2023-05-08,0.00044428648553437503
2023-05-09,-0.000426542820043575
2023-05-10,0.0012510014442900501
2023-05-11,0.002032011940187325
2023-05-12,0.0002159614078398
2023-05-15,-0.000429794732323875
2023-05-16,-0.0022470799825175004
2023-05-17,0.000557741855783275
2023-05-18,0.001339048466722975
2023-05-19,0.0013514582878257
2023-05-22,-0.000220736481415575
2023-05-23,-0.0011400093900886749
2023-05-24,-0.0046000702136565
2023-05-25,-0.00088460730986375
2023-05-26,0.0036191916995040496
2023-05-29,0.00340332016936095
2023-05-30,0.0014965703490649
2023-05-31,-0.00020425177017210005
2023-06-01,0.0022910667845360754
2023-06-02,0.003615867049666775
2023-06-05,-0.001190504626213125
2023-06-06,0.0009959137586049499
2023-06-07,-0.002596583918206325
2023-06-08,-0.0006867729416355751
2023-06-09,0.0025882979459695998
2023-06-12,0.001106165090157825
2023-06-13,0.0008164954369138249
2023-06-14,0.0003337239238395413
2023-06-15,-0.0026560522422603753
2023-06-16,0.003767183471266775
2023-06-19,-0.0034215759815724
2023-06-20,0.0018520627790383252
2023-06-21,-0.00120092369614945
2023-06-22,-0.00268066160736835
2023-06-23,0.0034635200946415996
2023-06-26,0.000260097720848775
2023-06-27,-0.0017990207424580503
2023-06-28,0.00416566562737185
2023-06-29,-0.0008996606031403249
2023-06-30,0.0031894567968979255
2023-07-03,-0.0004013280823809
2023-07-04,-9.491863056324738e-05
2023-07-05,-0.00032438341946835
2023-07-06,-0.009223898964122125
2023-07-07,0.000212627568314375
2023-07-10,-0.001396737494405025
2023-07-11,0.001060395744929025
2023-07-12,0.0049117408894628995
2023-07-13,0.0014263817196441
2023-07-14,-0.000608438532126875
2023-07-17,-0.000193514588961075
2023-07-18,0.005238964796654125
2023-07-19,0.000550463401636775
2023-07-20,-0.0002716239205655251
2023-07-21,0.0015675643947854999
2023-07-24,0.0018478133984324249
2023-07-25,0.001084474422845225
2023-07-26,-0.002868163781243525
2023-07-27,0.005456355432738549
2023-07-28,-0.0005989157252237501
2023-07-31,0.00048035880633682507
2023-08-01,-0.0022241137313153752
2023-08-02,-0.002217835477626475
2023-08-03,-0.00269442292096405
2023-08-04,0.0006203588544045001
2023-08-07,-0.00047897791369282496
2023-08-08,0.0015927330739883
2023-08-09,0.000613650892169525
2023-08-10,0.00019040879445725
2023-08-11,-0.00377929577461715
2023-08-14,0.001054826935563975
2023-08-15,-0.00316100931379235
2023-08-16,0.0005399578275368251
2023-08-17,-0.0029512580732637753
2023-08-18,-0.00014284542454002895
2023-08-21,-0.00225452844996615
2023-08-22,0.00499059206995385
2023-08-23,0.004823778107992575
2023-08-24,-0.0009043603736968709
2023-08-25,-0.001058382770976775
2023-08-28,0.0016857343932718501
2023-08-29,0.0033659408723989504
2023-08-30,-0.001361328667144425
2023-08-31,0.0038177799354889752
2023-09-01,-0.0003704982005371251
2023-09-04,-0.001146076380658575
2023-09-05,9.7446152400775e-05
2023-09-06,-0.0037291376875798485
2023-09-07,0.00176133166224645
2023-09-08,0.00176171562003685
2023-09-11,-0.001118006709857775
2023-09-12,0.000698751527929975
2023-09-13,-0.00088872308724335
2023-09-14,0.005356389381531414
2023-09-15,-0.0026501553276817497
2023-09-18,-0.00277319279202675
2023-09-19,-0.001491090793769375
2023-09-20,0.0023136200890248
2023-09-21,-0.006139149472466125
2023-09-22,-0.0001438156120388
2023-09-25,-0.001159387148700675
2023-09-26,-0.0029815228216011503
2023-09-27,-0.00035391362906379994
2023-09-28,-0.003555775778187725
2023-09-29,0.00432212540181315
2023-10-02,-0.0017373639599736748
2023-10-03,-0.005405215952600075
2023-10-04,-0.0019704432361608
2023-10-05,0.0014988371934925699
2023-10-06,0.0004929797384944
2023-10-09,0.0045030866147907755
2023-10-10,0.0048933453816061255
2023-10-11,0.0010439368212615
2023-10-12,0.00011303425771992499
2023-10-13,6.987196561485001e-05
2023-10-16,9.513313332310105e-06
2023-10-17,-0.0038676635692088254
2023-10-18,-0.002502738180548325
2023-10-19,-0.0033565451594322997
2023-10-20,-0.004246064429382625
2023-10-23,0.000519973010698575
2023-10-24,0.0020023745655904
2023-10-25,-0.00379921967800985
2023-10-26,-0.001454836881527575
2023-10-27,-0.0014471476811564253
2023-10-30,0.0011036737789914
2023-10-31,0.0032608394820813247
2023-11-01,0.00547868963614965
